ID,qcc1,qcc2,qcc3,qcc4,qcc5,qcc6,qcc7,qcc8,qcc9,qcc10,qcc11,qcc12,qcc13,qcc14,qcc15,qcc16,qcc17,qcc18,qcc19,qcc20,qcc21,qcc22,qcc23,qcc24,qcc25,qcc26,qcc27,qcc28,qcc29,qcc30,qcc31,qcc32,qcc33,qcc34,qcc35,qcc36,qcc37,qcc38,qcc39,qcc40,qcc41,qcc42,qcc43,qcc44,qcc45,qcc46,qcc47,qcc48,qcc49,qcc50,qccTIME
144008908,5,3,0,1,4,4,2,1,2,3,2,5,2,4,2,2,1,3,2,4,2,3,2,3,5,3,4,1,1,4,4,3,4,2,2,4,3,3,4,1,3,3,2,3,2,4,5,2,2,5,5/3/2014 7:14:32 PM
145000731,5,1,4,3,5,2,4,1,5,4,2,4,2,1,3,1,2,4,4,5,4,1,4,5,5,2,3,1,1,4,4,3,5,3,2,2,2,1,2,2,2,1,4,4,5,4,2,3,4,3,5/3/2014 7:16:04 PM
150009708,4,5,3,5,4,0,0,5,3,5,4,4,3,5,4,0,3,5,4,4,3,4,3,5,5,4,0,3,4,5,3,4,4,0,1,3,4,3,4,5,3,3,4,2,3,0,4,4,5,4,5/3/2014 7:24:58 PM
151003781,4,2,5,2,4,3,2,2,2,4,2,2,3,2,4,3,3,5,3,3,3,4,2,3,3,1,3,2,1,3,4,2,4,2,3,3,3,3,5,2,3,3,3,2,4,4,2,3,4,2,5/3/2014 7:45:13 PM
150002478,3,2,2,4,5,5,1,4,4,2,2,1,5,5,5,4,4,4,5,5,4,4,1,1,5,2,5,5,4,4,4,5,5,5,4,4,4,4,4,4,5,3,4,4,4,5,5,5,5,5,5/3/2014 7:52:19 PM
128002613,4,3,4,4,4,5,5,5,4,3,4,3,4,3,4,4,4,0,3,3,4,3,3,4,2,4,3,3,4,4,3,3,4,4,4,3,4,3,3,4,3,3,2,3,3,4,3,3,4,4,5/3/2014 8:35:10 PM
150001361,3,2,1,2,3,3,1,3,4,1,3,2,4,3,1,4,2,5,2,4,3,2,5,3,2,3,5,1,2,5,4,2,4,3,5,2,5,2,1,1,2,3,2,3,4,5,4,2,4,5,5/3/2014 8:47:49 PM
139009797,3,4,2,4,3,4,3,3,3,3,2,4,4,3,4,3,4,3,4,4,4,3,4,5,5,4,5,0,4,5,4,5,4,4,5,5,5,5,5,5,5,4,3,4,4,3,4,4,3,4,5/3/2014 9:04:18 PM
152005204,4,4,3,3,4,3,3,3,2,2,4,5,3,4,5,3,2,4,2,1,3,4,3,4,5,2,3,1,4,4,4,3,5,4,1,5,3,3,4,1,2,4,4,5,4,3,2,1,4,4,5/3/2014 9:11:06 PM
150004466,5,3,4,2,4,4,3,2,5,3,2,4,5,4,3,1,3,4,3,5,3,4,4,3,4,3,4,3,2,4,4,3,4,2,4,3,4,5,4,2,3,2,1,1,2,3,2,4,4,2,5/3/2014 9:14:58 PM
154005911,5,2,3,2,5,4,2,3,4,5,1,4,4,3,2,1,2,5,5,4,4,4,1,2,2,3,2,3,2,4,4,0,5,3,1,4,2,3,4,2,2,3,2,3,5,4,1,3,4,3,5/3/2014 9:36:59 PM
152000999,1,2,5,2,2,1,2,2,4,2,2,2,4,1,1,2,2,5,5,3,2,3,1,2,2,1,4,4,2,5,4,2,4,4,2,4,1,2,2,5,2,4,2,4,2,5,1,2,4,1,5/3/2014 9:45:38 PM
153003249,2,3,2,5,4,5,5,2,2,2,2,3,2,2,4,4,2,2,2,4,5,2,2,3,2,3,4,4,2,2,4,2,3,5,3,3,3,2,4,1,3,4,4,4,2,2,4,4,4,3,5/3/2014 10:05:36 PM
146008792,5,3,5,3,5,2,1,3,5,5,5,1,5,2,5,5,5,5,5,2,2,5,1,1,3,2,4,3,2,4,4,3,5,5,2,2,3,3,4,4,2,2,3,5,1,5,1,1,4,1,5/3/2014 10:07:17 PM
152009800,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5/3/2014 10:28:42 PM
151004638,5,3,4,2,3,5,2,2,3,3,2,4,2,5,4,1,2,3,2,3,4,2,4,4,4,3,4,1,2,4,4,2,4,2,2,2,4,4,1,2,3,1,2,3,3,2,2,3,2,4,5/3/2014 10:35:49 PM
145000165,3,3,4,4,4,3,3,2,3,5,4,4,5,4,4,3,4,4,4,3,3,3,2,3,3,2,4,3,3,3,4,2,4,4,1,3,3,3,2,4,2,4,4,2,2,4,2,3,4,2,5/3/2014 10:36:32 PM
152004227,5,5,5,5,4,3,3,4,3,5,3,3,4,4,3,5,3,4,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,2,3,3,5/3/2014 10:59:58 PM
148007084,1,4,3,3,5,3,4,5,5,5,5,5,5,3,1,3,4,2,5,5,4,2,1,2,4,1,5,4,2,5,4,5,5,4,1,5,2,1,3,4,2,2,1,5,5,5,1,1,5,1,5/3/2014 11:02:02 PM
146006585,3,3,4,2,4,5,3,3,1,4,3,5,2,5,5,4,4,3,4,3,1,3,1,4,4,1,5,2,4,4,4,4,5,3,1,3,1,1,2,2,2,3,1,3,3,4,4,3,3,2,5/3/2014 11:07:29 PM
146000395,4,3,5,4,5,5,3,1,5,5,4,2,3,4,1,2,4,5,3,4,3,5,1,3,4,1,5,3,2,5,4,4,3,5,1,4,2,1,4,3,1,5,0,5,3,5,3,1,4,2,5/3/2014 11:42:13 PM
152006585,4,3,3,2,4,3,3,3,3,4,3,3,4,4,3,3,3,3,4,2,3,2,2,3,2,3,4,2,3,3,4,3,3,2,3,2,2,2,4,4,3,3,3,3,3,3,3,3,3,2,5/3/2014 11:47:24 PM
151000936,5,2,5,3,4,5,5,2,5,1,1,4,4,4,2,2,2,4,4,4,4,3,4,4,4,4,4,1,2,2,4,4,4,3,5,3,2,5,1,2,5,2,2,3,5,2,5,1,4,5,5/3/2014 11:50:58 PM
151000936,5,2,5,3,4,5,5,2,5,1,1,4,4,4,2,2,2,4,4,4,4,3,4,4,4,4,4,1,2,2,4,4,4,3,5,3,2,5,1,2,5,2,2,3,5,2,5,1,4,5,5/3/2014 11:51:01 PM
150004407,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5/4/2014 12:11:09 AM
152007678,5,4,2,3,3,5,5,3,5,2,2,5,4,5,2,2,2,1,2,5,3,2,4,5,5,4,2,1,1,4,4,3,4,2,3,2,3,4,2,1,2,1,2,0,3,3,5,4,1,4,5/4/2014 12:16:33 AM
152002092,5,5,4,4,5,5,1,3,5,5,4,5,4,5,2,4,3,2,4,5,4,4,4,1,3,3,3,3,4,4,4,2,3,4,4,3,3,3,4,4,1,3,4,4,4,3,4,1,3,4,5/4/2014 12:32:47 AM
146000277,4,2,2,4,4,2,2,3,2,3,3,4,3,2,1,2,3,4,2,2,2,4,2,2,2,2,5,3,2,5,4,2,4,4,2,4,2,1,2,4,2,2,4,3,4,3,2,2,4,2,5/4/2014 12:34:15 AM
152007623,4,3,4,4,5,2,3,3,3,4,4,5,3,3,1,4,3,4,5,4,2,2,2,3,4,2,4,2,3,4,4,3,4,4,2,4,2,2,4,4,2,2,4,4,2,4,3,2,3,2,5/4/2014 12:37:16 AM
136008195,1,1,1,1,1,1,1,1,4,1,2,4,5,5,1,1,1,4,5,4,1,2,1,4,4,1,4,1,3,4,4,3,1,4,3,4,4,1,1,4,1,4,4,4,2,3,3,5,4,5,5/4/2014 2:25:24 AM
145000088,3,2,4,2,4,5,3,2,3,2,2,2,4,3,2,1,2,3,2,2,5,4,2,2,2,3,4,3,3,3,4,2,4,2,2,2,2,2,2,1,2,2,2,3,4,4,3,3,2,4,5/4/2014 2:44:49 AM
149003871,4,4,4,5,4,3,3,2,3,3,4,3,3,3,3,4,3,4,4,4,2,3,3,2,2,1,4,4,3,5,4,3,4,4,1,4,2,1,3,2,1,1,1,4,2,3,3,1,3,2,5/4/2014 7:45:04 AM
151003977,4,3,3,2,4,4,0,5,2,2,4,4,1,4,4,5,5,1,1,5,3,4,3,3,4,4,4,1,3,3,4,5,1,4,3,4,2,3,3,3,4,4,4,1,4,4,4,3,3,5,5/4/2014 9:37:13 AM
151004844,5,1,4,2,4,3,4,3,4,4,2,3,4,2,4,2,4,2,2,2,4,2,3,4,2,4,2,1,2,3,4,5,2,4,2,3,4,2,3,4,2,3,1,2,2,4,5,4,2,5,5/4/2014 10:30:01 AM
151002469,4,4,3,3,2,3,4,3,4,4,3,4,4,4,3,4,3,4,4,3,4,2,3,4,4,2,4,3,2,4,4,3,4,3,3,4,2,4,3,4,3,2,4,3,4,4,2,3,4,3,5/4/2014 10:44:43 AM
150007350,4,3,3,2,4,3,4,3,4,4,3,3,2,3,4,2,3,3,4,3,4,3,3,3,3,2,3,2,2,3,4,2,3,3,3,3,4,4,3,4,4,3,2,2,3,2,3,4,4,3,5/4/2014 10:58:46 AM
152007350,4,4,3,3,4,4,3,3,4,5,4,3,4,4,2,4,4,4,3,2,2,4,4,2,3,4,4,1,3,4,4,4,4,4,1,4,2,3,2,3,2,4,4,4,4,4,2,2,4,3,5/4/2014 10:58:59 AM
150007073,4,0,4,2,5,1,1,5,4,1,2,1,2,5,4,2,4,5,5,4,3,5,1,2,3,1,2,2,1,2,4,5,5,1,2,2,3,4,4,3,1,1,1,1,4,3,1,3,3,2,5/4/2014 11:21:12 AM
151005505,4,3,4,3,5,3,2,3,2,3,3,3,4,4,2,3,4,2,5,3,2,5,3,4,3,2,4,3,3,4,4,1,5,3,3,4,3,2,2,4,2,3,2,3,4,3,2,2,3,2,5/4/2014 12:16:20 PM
146001990,4,2,3,1,5,4,3,2,5,2,2,4,2,5,2,2,2,3,3,4,4,4,3,4,3,2,5,2,2,5,4,4,3,2,3,3,4,2,2,3,4,2,4,3,3,3,4,4,2,4,5/4/2014 12:34:46 PM
153000214,5,3,3,3,4,5,5,2,4,4,2,4,3,5,4,1,2,3,2,3,5,3,1,4,4,2,5,1,2,4,4,2,5,1,5,3,4,5,5,1,5,2,1,3,3,3,4,3,4,5,5/4/2014 12:56:04 PM
153000426,2,4,4,4,4,2,2,2,3,4,4,3,4,2,2,4,4,4,4,3,2,3,2,3,0,2,4,4,3,3,4,3,4,4,2,4,2,2,3,4,2,4,4,4,3,3,2,2,4,2,5/4/2014 1:18:27 PM
127007016,4,2,5,4,5,5,4,3,5,3,3,4,5,3,2,2,2,4,3,1,3,1,1,5,5,5,4,1,1,4,4,5,5,4,4,3,2,2,1,3,3,3,2,3,4,4,3,2,2,4,5/4/2014 2:09:20 PM
152003543,4,4,3,1,5,4,2,4,5,5,2,4,3,4,2,5,1,4,5,4,4,2,4,4,4,1,2,5,2,4,4,1,4,4,2,5,5,3,4,1,2,2,0,4,5,4,4,2,3,4,5/4/2014 2:10:20 PM
150003587,4,3,5,4,5,5,4,4,5,4,4,5,3,4,5,4,5,5,5,5,3,5,3,3,3,4,4,4,4,5,4,4,5,5,3,4,2,5,4,4,3,5,4,4,5,5,4,4,5,3,5/4/2014 2:19:54 PM
152002279,2,3,4,3,5,4,1,2,4,4,0,3,4,5,1,4,4,3,4,5,3,4,1,2,4,2,4,4,2,5,4,1,5,5,2,5,2,1,5,5,1,1,3,3,3,3,3,1,5,1,5/4/2014 2:21:50 PM
154001565,5,2,2,1,5,5,2,3,4,4,4,2,5,4,4,1,2,2,4,2,4,1,1,4,4,1,5,4,5,5,4,4,4,2,4,1,4,1,2,2,2,1,1,4,4,2,4,2,4,5,5/4/2014 2:22:54 PM
153001629,3,3,4,1,4,2,3,4,1,5,5,2,3,3,2,5,4,3,4,3,2,3,2,4,2,4,0,4,4,2,4,1,4,1,2,4,2,3,3,4,2,4,4,3,3,4,1,2,2,1,5/4/2014 2:27:53 PM
150007321,4,3,4,2,5,2,2,4,4,4,3,2,3,4,2,4,4,3,4,3,2,4,2,4,3,2,4,3,4,4,4,2,3,2,3,4,2,4,3,4,3,2,2,2,4,4,2,3,3,2,5/4/2014 2:36:48 PM
152004723,3,2,2,1,3,4,4,2,3,3,2,5,2,3,3,2,2,4,3,4,3,3,4,3,4,2,4,1,1,3,4,1,4,2,2,2,3,4,3,1,4,2,1,2,2,2,5,2,2,3,5/4/2014 2:39:09 PM
150000560,3,4,5,4,5,3,3,2,4,4,4,4,4,4,2,4,4,4,5,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,4,4,2,4,4,4,2,4,2,2,4,2,5/4/2014 2:41:10 PM
154002314,5,5,4,1,3,4,3,3,4,4,2,4,3,5,4,1,2,3,1,4,5,1,4,5,4,4,4,2,1,4,4,4,3,5,4,3,4,1,4,4,3,3,1,1,1,4,4,5,4,3,5/4/2014 2:54:24 PM
153000492,5,4,4,4,4,3,1,1,4,4,2,3,4,3,2,2,2,3,3,2,3,5,3,3,3,1,4,3,3,4,4,3,3,4,2,4,5,3,3,4,1,4,4,2,3,4,3,2,2,3,5/4/2014 3:20:23 PM
150009137,5,5,5,2,4,1,3,3,4,5,4,5,3,1,3,2,4,4,2,3,4,3,2,4,3,3,4,1,4,4,4,3,5,2,5,3,5,2,4,4,3,2,4,3,5,4,2,3,3,2,5/4/2014 3:21:14 PM
151005461,2,2,4,2,5,2,2,1,4,5,3,1,3,2,1,2,3,4,4,2,2,2,3,2,3,2,5,3,1,5,4,4,4,3,3,5,3,2,1,3,4,2,3,4,4,4,1,1,4,1,5/4/2014 3:25:29 PM
151001561,5,2,3,2,4,3,4,3,5,1,2,3,2,3,1,3,2,2,2,3,4,3,4,5,4,2,2,2,3,4,4,4,3,2,3,2,4,2,4,2,2,3,2,3,3,4,4,3,2,4,5/4/2014 3:44:37 PM
151001204,5,4,4,2,5,4,3,3,5,2,3,4,3,5,2,2,3,4,2,3,4,2,4,5,4,1,3,1,3,4,4,3,5,3,4,4,4,3,4,3,4,2,3,3,3,4,3,2,2,5,5/4/2014 3:45:49 PM
153000176,4,4,5,3,4,3,2,3,4,4,5,3,4,3,2,3,3,4,4,4,3,3,4,3,4,3,5,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,0,3,3,2,5/4/2014 3:48:14 PM
153000483,4,1,4,1,4,2,1,1,4,3,1,4,5,4,1,2,2,4,5,3,4,5,3,3,3,3,4,3,1,5,4,1,5,4,1,4,3,1,3,2,1,3,1,2,5,4,3,2,3,2,5/4/2014 4:00:26 PM
151004589,2,4,4,4,5,3,1,3,3,4,3,4,4,5,2,4,4,4,5,2,2,4,3,4,3,2,4,1,3,5,4,2,4,5,3,5,5,2,4,4,1,4,0,5,5,4,3,1,4,4,5/4/2014 4:14:31 PM
153004803,3,3,3,3,2,4,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,3,4,3,3,4,3,3,3,3,4,3,2,3,3,3,3,3,4,3,3,3,5/4/2014 4:19:06 PM
151005608,5,2,3,2,3,4,3,1,5,4,1,4,5,3,3,3,1,3,4,4,5,3,2,2,3,2,1,1,1,4,4,1,3,3,2,3,2,3,4,3,4,2,3,4,5,4,2,2,4,4,5/4/2014 4:35:15 PM
150008235,2,3,2,3,3,3,5,2,3,2,3,5,2,4,3,1,4,3,1,2,3,3,1,2,2,1,2,4,2,3,4,1,2,3,1,2,3,2,3,2,2,1,2,3,4,2,3,2,4,2,5/4/2014 4:37:39 PM
150007010,4,3,4,4,5,3,2,3,4,4,2,2,3,4,2,4,4,4,4,2,2,4,2,3,4,2,4,4,3,4,4,3,4,4,2,4,3,0,2,4,2,4,3,4,3,4,2,2,3,3,5/4/2014 4:53:44 PM
150004698,4,3,4,3,4,3,2,2,4,4,2,3,3,4,3,2,4,2,3,2,2,3,3,4,4,2,4,1,2,4,4,2,4,3,3,4,2,3,2,2,3,2,2,3,4,4,4,2,4,3,5/4/2014 5:22:15 PM
151004095,5,4,4,3,2,4,1,3,3,3,3,4,0,5,3,4,2,2,4,4,2,1,4,4,4,4,5,3,4,4,4,2,4,4,4,4,4,5,4,2,2,3,4,2,4,4,5,4,3,3,5/4/2014 6:27:34 PM
150009433,4,4,2,1,4,2,3,2,4,5,2,3,4,1,2,1,4,3,4,4,2,4,1,3,4,2,5,2,3,4,4,2,4,1,4,1,2,3,4,3,5,3,1,3,5,4,3,2,3,2,5/4/2014 6:28:17 PM
152000332,5,4,5,3,5,4,5,4,3,4,3,4,2,2,4,5,5,4,5,4,4,4,4,5,5,4,5,3,5,5,4,3,4,5,5,3,3,2,5,4,4,4,4,5,4,4,4,5,5,5,5/4/2014 6:28:44 PM
151002734,4,3,4,1,4,4,5,4,4,2,2,2,4,3,3,2,2,4,1,3,3,1,3,2,4,2,4,1,2,3,4,2,4,1,3,1,3,2,3,4,5,3,2,2,4,4,2,3,4,2,5/4/2014 6:29:00 PM
150007918,4,3,4,2,3,4,3,3,4,4,2,4,4,4,2,3,4,3,4,4,4,4,2,4,4,4,4,2,2,4,4,3,3,4,2,4,2,2,2,4,4,3,2,4,4,4,2,2,3,4,5/4/2014 6:32:07 PM
150005127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/4/2014 6:33:04 PM
152004877,4,2,4,3,3,5,3,2,2,3,2,2,4,4,3,3,2,4,2,3,3,3,2,3,3,2,3,2,2,3,4,3,4,4,1,4,3,2,3,2,2,2,2,4,4,3,3,2,3,3,5/4/2014 6:35:20 PM
150005127,4,4,3,4,5,2,2,3,3,4,4,3,4,4,3,3,3,4,4,2,2,3,3,2,4,3,4,3,3,4,4,4,4,3,3,4,4,3,4,4,3,4,4,3,4,5,3,2,4,2,5/4/2014 6:36:53 PM
130000298,2,2,3,5,5,5,3,3,5,3,5,1,5,5,4,5,5,5,3,3,3,5,2,5,4,1,5,3,5,5,4,5,5,5,5,5,3,2,3,4,2,5,4,4,2,4,3,1,4,4,5/4/2014 6:50:10 PM
151002792,4,3,2,3,3,5,2,3,4,4,4,4,4,5,2,3,4,4,4,4,4,4,4,4,4,3,4,1,2,4,4,4,5,3,4,3,4,2,4,2,1,1,3,2,2,4,2,2,4,5,5/4/2014 7:35:11 PM
150005111,2,4,4,5,5,2,1,2,3,4,4,2,5,5,2,4,4,4,4,3,2,4,2,2,3,3,4,5,4,5,4,1,5,5,2,4,2,1,3,4,1,4,4,4,4,4,0,2,4,1,5/4/2014 7:39:13 PM
152002280,5,5,4,3,4,2,2,2,3,2,4,2,4,4,5,2,3,4,3,4,3,5,4,2,3,2,3,1,3,5,4,2,4,4,4,2,3,3,2,4,1,3,3,4,5,4,2,2,4,3,5/4/2014 8:00:33 PM
151000862,4,4,4,4,4,4,3,2,4,2,4,4,4,4,2,3,3,4,3,2,4,4,3,4,4,2,2,1,0,4,4,2,3,3,3,4,4,5,2,2,3,2,3,2,4,2,4,4,2,4,5/4/2014 8:02:26 PM
151000960,4,4,3,4,2,0,3,2,3,2,2,3,4,4,2,3,4,3,4,2,2,3,2,4,3,4,4,2,3,5,4,1,4,2,3,3,3,4,4,2,3,2,2,4,3,4,5,2,4,4,5/4/2014 8:19:36 PM
152001458,4,3,4,4,5,2,2,4,3,2,2,1,4,4,1,4,2,4,5,3,4,4,2,1,3,2,4,3,1,4,4,2,4,4,2,4,3,1,2,4,1,2,4,4,2,4,2,2,4,2,5/4/2014 8:20:02 PM
150005026,4,4,4,3,3,2,3,3,4,3,3,2,5,3,3,4,4,5,4,2,2,3,2,3,3,2,5,3,4,5,4,3,4,3,2,4,3,1,4,4,3,4,3,4,3,4,1,1,3,2,5/4/2014 8:24:05 PM
150004536,1,2,3,4,5,4,3,2,3,3,4,5,3,2,2,5,4,4,3,4,5,1,2,5,5,4,3,2,3,3,4,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,5/4/2014 8:30:59 PM
150007767,4,4,4,1,1,2,5,2,4,1,2,5,5,4,2,4,3,3,2,1,2,4,4,5,4,1,5,1,4,4,4,5,4,2,1,4,1,0,5,2,4,1,1,5,4,5,1,1,4,3,5/4/2014 8:53:07 PM
150004791,4,3,3,4,2,4,3,4,4,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,4,3,4,0,4,4,2,3,5/4/2014 9:15:21 PM
138008752,3,2,5,4,5,2,1,2,3,4,2,3,3,3,4,2,2,4,3,2,3,4,2,4,2,3,3,2,2,3,4,3,4,3,2,2,2,2,1,1,1,3,2,3,5,2,2,3,4,3,5/4/2014 9:31:38 PM
154005771,5,3,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,1,5,2,3,3,5,2,1,5,5,1,5,4,5,1,5,1,5,5,1,5,5,1,5,0,5,5,5,1,1,5,3,5/4/2014 9:44:10 PM
152009547,2,3,3,3,3,3,5,2,3,3,2,3,4,2,3,3,2,3,3,3,3,4,4,4,3,4,3,4,5,5,4,1,2,4,3,3,2,4,2,5,2,3,3,3,3,3,3,3,3,3,5/4/2014 9:51:02 PM
137007085,4,2,3,3,5,1,2,1,4,3,1,2,5,5,1,5,4,5,4,1,3,4,2,4,5,4,5,5,3,5,4,3,4,5,1,5,3,1,4,4,1,5,0,3,1,4,5,1,5,2,5/4/2014 9:55:17 PM
151002128,4,4,4,3,4,4,3,3,0,4,4,4,4,3,3,3,3,4,3,3,0,4,3,4,4,4,4,5,4,4,4,4,3,4,4,4,2,4,4,4,4,3,3,3,4,3,3,2,3,4,5/4/2014 10:01:07 PM
152007964,4,2,4,1,3,4,5,4,4,5,2,5,4,3,4,0,2,3,3,4,5,4,3,4,4,2,3,1,1,3,4,3,3,2,4,2,4,3,3,2,5,3,2,3,3,3,3,3,2,5,5/4/2014 10:09:06 PM
152004986,5,5,5,3,3,2,4,2,4,3,3,2,4,3,2,4,3,2,4,2,2,4,3,2,3,4,2,4,3,2,4,2,4,3,2,5,3,3,4,2,5,3,4,2,4,2,4,3,3,3,5/4/2014 10:11:55 PM
150008678,5,4,4,4,4,3,3,3,4,2,4,4,3,3,3,4,4,4,3,3,3,4,4,5,4,4,4,4,0,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5/4/2014 10:12:15 PM
152008808,4,3,4,3,5,4,3,2,3,5,4,3,4,3,3,4,3,3,5,3,3,3,3,3,2,1,4,5,3,4,4,3,4,4,2,4,3,2,2,3,2,3,3,4,3,0,0,0,0,3,5/4/2014 10:25:46 PM
152004751,5,3,1,1,5,5,5,3,5,5,0,1,5,5,1,1,1,5,3,5,5,5,5,1,5,1,5,1,1,1,4,1,5,5,4,2,2,2,5,1,1,1,1,1,5,1,5,2,2,5,5/4/2014 10:27:51 PM
150006017,4,5,4,3,5,2,2,3,3,5,1,1,5,5,2,3,5,5,3,2,2,3,2,2,2,2,5,3,5,4,4,3,5,2,2,3,2,2,4,4,3,5,2,4,4,4,1,4,5,1,5/4/2014 10:46:34 PM
152004472,4,4,4,3,3,4,3,3,4,4,3,3,5,3,3,2,3,4,3,4,3,4,3,3,3,3,4,2,4,5,4,2,4,3,4,3,2,2,4,3,3,4,3,4,4,4,2,2,4,3,5/4/2014 10:54:45 PM
140008444,4,3,3,2,4,4,2,3,4,3,2,3,3,4,2,4,3,3,4,4,4,3,3,2,3,2,4,2,3,4,4,4,4,4,2,3,3,2,4,3,2,2,3,3,3,3,4,2,4,4,5/4/2014 11:04:56 PM
133005531,2,2,4,1,4,4,3,2,4,2,2,2,1,2,1,1,1,4,2,2,4,2,2,1,2,2,3,2,1,5,4,4,4,2,3,2,2,2,3,2,3,2,2,2,3,5,2,2,2,3,5/4/2014 11:15:32 PM
150002819,5,3,4,2,2,5,2,3,4,2,2,4,4,4,2,4,2,4,4,4,4,2,4,4,4,4,4,1,2,4,4,3,4,2,3,4,4,2,2,4,2,2,2,4,4,2,4,2,2,2,5/4/2014 11:19:30 PM
153001855,3,3,3,3,3,3,3,4,4,3,3,3,4,1,1,3,3,5,4,3,3,3,1,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5/4/2014 11:27:51 PM
127008697,3,3,4,2,5,4,4,2,3,5,2,5,5,5,1,2,2,4,4,4,3,3,2,2,4,2,5,3,1,5,4,4,4,3,2,2,4,1,4,2,4,4,4,4,4,5,3,3,5,2,5/4/2014 11:57:08 PM
