ID,qcc1,qcc2,qcc3,qcc4,qcc5,qcc6,qcc7,qcc8,qcc9,qcc10,qcc11,qcc12,qcc13,qcc14,qcc15,qcc16,qcc17,qcc18,qcc19,qcc20,qcc21,qcc22,qcc23,qcc24,qcc25,qcc26,qcc27,qcc28,qcc29,qcc30,qcc31,qcc32,qcc33,qcc34,qcc35,qcc36,qcc37,qcc38,qcc39,qcc40,qcc41,qcc42,qcc43,qcc44,qcc45,qcc46,qcc47,qcc48,qcc49,qcc50,qccTIME
153002270,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,3,5,3,3,3,3,3,3,5,4,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,3,1,4,1,5,2,4,3,5/5/2014 12:01:21 AM
152004556,4,3,5,4,3,2,4,1,4,4,3,4,4,4,3,4,3,4,4,4,3,4,3,4,4,2,4,2,3,4,4,4,3,4,3,4,3,2,3,3,1,4,4,3,4,4,3,2,4,3,5/5/2014 12:18:08 AM
151006625,5,3,2,3,5,3,2,3,3,5,3,1,4,4,3,3,1,3,2,3,3,3,3,1,4,4,3,1,3,3,4,3,3,3,3,3,4,3,2,3,3,3,1,3,4,1,4,5,5,5,5/5/2014 12:29:09 AM
152009112,3,3,4,4,4,2,1,2,4,4,4,4,4,4,2,4,4,4,4,4,4,0,4,4,2,4,4,2,4,4,4,4,2,2,4,4,4,3,2,4,4,4,2,2,4,4,2,4,4,4,5/5/2014 1:22:45 AM
150001995,4,1,3,2,5,3,3,2,4,4,2,4,4,4,2,4,2,4,4,2,3,3,4,4,3,4,4,1,1,4,4,4,4,4,4,3,3,2,3,2,3,4,2,2,2,4,2,3,3,5,5/5/2014 2:38:31 AM
151004891,3,3,4,3,2,3,3,3,4,4,3,3,3,4,2,4,3,3,3,3,2,4,4,3,2,5,4,3,4,3,4,3,2,4,4,3,4,4,4,4,5,4,4,4,4,4,4,2,4,4,5/5/2014 2:45:10 AM
152005172,5,2,4,2,4,5,3,4,4,3,2,5,4,3,2,1,3,3,5,1,2,2,2,3,5,1,4,3,1,2,4,1,4,3,1,5,5,2,3,2,3,4,0,5,3,3,3,2,4,4,5/5/2014 8:23:03 AM
152005172,5,3,4,2,4,5,3,4,4,3,3,2,4,2,3,1,2,4,5,2,2,1,3,3,4,1,4,1,1,3,4,2,4,4,2,5,5,2,4,2,2,4,0,5,4,4,2,2,4,4,5/5/2014 8:33:20 AM
153003738,4,1,2,1,5,4,3,3,3,2,1,1,3,4,5,1,3,2,2,4,3,4,3,1,3,4,2,1,1,2,5,2,5,1,4,1,4,5,3,3,5,1,1,2,1,1,3,5,2,4,5/5/2014 9:54:24 AM
150006922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/5/2014 10:49:27 AM
150006922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/5/2014 10:57:01 AM
151002990,5,3,4,2,2,4,3,3,4,2,4,4,5,5,4,2,3,4,2,2,3,4,2,4,3,2,4,1,3,3,4,3,3,2,2,2,4,4,4,2,4,3,2,4,3,2,3,3,4,4,5/5/2014 11:03:43 AM
150006922,4,4,5,2,4,4,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/5/2014 11:08:07 AM
150006922,4,4,5,2,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/5/2014 11:10:33 AM
150006922,4,4,5,2,3,4,4,1,5,4,5,4,4,5,2,2,4,4,2,4,2,5,2,4,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/5/2014 11:15:57 AM
150006922,5,4,5,2,3,4,4,1,5,4,4,4,4,5,1,1,4,4,2,5,2,5,2,4,4,2,4,1,4,3,4,2,4,2,3,4,2,4,3,3,4,2,3,3,4,4,3,3,4,4,5/5/2014 11:21:59 AM
151006693,4,2,4,2,4,3,2,2,3,4,2,3,2,5,2,3,3,3,2,1,3,3,2,3,3,2,4,1,2,3,4,1,4,3,2,3,3,3,4,3,1,2,2,3,5,3,3,3,3,3,5/5/2014 11:29:21 AM
136001408,3,3,5,4,4,3,2,4,3,2,2,4,4,5,2,2,2,3,4,2,4,3,2,4,4,1,5,2,3,5,4,3,4,4,3,5,2,3,3,3,4,4,3,3,4,4,2,1,4,2,5/5/2014 12:29:17 PM
151002620,4,3,3,2,4,4,1,3,4,1,2,2,4,5,2,3,2,4,3,4,5,4,4,2,4,2,4,1,1,4,4,3,4,3,2,3,4,3,2,2,2,3,4,4,2,4,3,2,4,5,5/5/2014 1:20:24 PM
138008082,4,3,4,2,4,5,2,2,4,3,1,4,4,3,2,2,3,4,5,4,4,3,2,3,4,2,4,1,1,4,4,4,5,4,3,3,3,2,3,2,3,2,3,2,1,2,5,2,4,4,5/5/2014 1:33:00 PM
151002559,3,4,5,2,4,2,2,3,4,4,0,3,4,4,4,3,4,4,4,3,3,4,3,3,4,2,4,1,3,4,4,3,5,5,4,4,3,4,4,4,2,4,4,4,5,4,1,2,4,2,5/5/2014 1:38:07 PM
145004573,2,2,5,2,5,1,2,3,5,4,3,2,2,2,1,2,3,4,2,3,4,3,3,2,4,1,5,3,1,5,4,4,4,4,2,3,3,2,3,4,3,2,2,3,2,4,2,1,4,2,5/5/2014 2:00:06 PM
151007493,4,4,5,5,5,2,2,3,4,5,4,3,4,3,1,4,4,4,4,4,2,4,5,3,4,1,5,4,2,4,4,2,4,4,1,5,5,1,5,4,1,4,0,5,1,5,2,1,5,1,5/5/2014 2:20:36 PM
153001505,5,2,4,2,5,4,1,2,5,5,3,4,4,5,2,3,4,4,3,4,3,4,5,5,4,3,3,3,2,5,4,2,5,4,4,3,4,4,2,3,3,1,3,5,4,4,5,1,4,3,5/5/2014 2:27:26 PM
153005118,5,4,5,3,5,3,5,2,4,5,3,3,4,5,2,3,2,5,2,5,3,5,1,4,4,2,5,3,4,5,4,3,5,5,1,5,2,2,2,5,2,4,4,2,3,5,2,2,3,2,5/5/2014 2:29:43 PM
150001217,4,5,5,5,5,5,5,3,4,5,5,2,5,1,2,5,4,4,2,2,2,4,1,2,4,1,4,4,2,4,4,5,5,4,3,4,5,1,4,3,2,4,0,5,5,4,1,4,5,2,5/5/2014 2:31:23 PM
150007293,5,4,5,3,3,3,3,3,4,3,3,3,0,2,2,4,4,5,5,3,3,4,3,3,3,3,4,2,1,5,3,3,3,4,4,3,3,2,3,4,2,3,1,3,4,3,3,2,3,2,5/5/2014 2:43:51 PM
150007402,5,4,4,5,5,3,3,4,4,3,2,4,4,5,5,4,3,4,2,3,3,4,2,4,4,1,5,2,1,3,4,4,3,4,3,4,3,4,3,3,0,4,3,4,4,3,4,4,4,4,5/5/2014 2:54:03 PM
153002825,5,3,3,3,4,5,3,3,4,4,3,4,3,4,2,3,3,2,3,4,4,4,4,4,4,3,4,2,2,3,4,4,4,4,3,3,4,3,3,2,3,4,4,2,3,3,3,3,3,2,5/5/2014 3:13:43 PM
150005504,5,3,2,4,5,4,3,2,2,5,1,5,5,1,3,4,3,3,5,3,3,5,3,5,3,4,2,1,3,3,4,3,3,4,5,3,2,2,3,2,1,2,4,4,5,4,3,2,3,3,5/5/2014 3:18:10 PM
150008925,4,3,2,1,2,3,4,5,5,4,5,3,3,3,2,4,2,1,5,1,4,3,2,2,2,3,4,3,4,3,3,5,5,3,2,4,5,2,4,2,4,0,1,5,5,3,3,3,3,3,5/5/2014 3:28:20 PM
153002274,5,5,5,1,5,4,5,1,3,1,2,5,4,2,4,1,1,4,4,5,2,1,5,5,5,2,4,1,1,5,4,1,4,1,5,4,4,1,1,3,5,1,1,4,1,5,4,1,3,5,5/5/2014 4:18:42 PM
152002517,4,3,3,3,3,4,2,3,4,2,2,4,5,5,4,5,3,3,3,2,4,3,4,4,3,4,4,1,2,3,4,1,5,4,2,4,4,2,2,2,2,2,3,3,2,4,5,2,2,4,5/5/2014 4:25:00 PM
152001827,4,1,3,4,3,5,4,3,5,4,1,5,5,5,4,2,4,5,3,5,4,5,2,5,4,4,5,2,1,5,4,3,5,3,4,5,4,2,3,4,1,5,2,4,5,4,3,2,4,3,5/5/2014 4:33:44 PM
152005130,4,5,4,3,5,1,1,2,4,5,3,2,4,2,1,4,5,5,1,3,2,3,1,1,2,2,5,4,3,5,4,3,4,4,1,5,1,2,1,5,2,4,4,2,5,5,2,1,4,1,5/5/2014 4:50:21 PM
150007925,5,3,4,2,4,4,4,2,4,2,3,2,4,5,3,1,3,4,2,4,3,2,3,2,3,2,3,1,2,2,4,0,2,1,3,1,4,4,4,2,4,4,2,1,3,2,3,4,1,5,5/5/2014 5:04:25 PM
150004813,3,3,3,2,4,4,4,3,3,3,3,3,3,5,2,3,2,3,1,4,2,3,3,3,3,4,4,1,3,4,4,3,2,4,2,3,3,3,3,2,4,4,2,3,3,3,4,4,3,4,5/5/2014 6:29:49 PM
145000797,5,3,5,3,5,4,3,3,3,4,0,4,4,5,3,4,4,3,5,4,3,4,3,5,5,4,4,1,4,4,4,3,3,4,3,5,5,3,4,4,3,3,0,1,3,4,3,3,3,4,5/5/2014 7:27:54 PM
152009323,4,4,5,5,4,4,3,3,4,3,2,3,5,2,3,4,4,4,5,3,1,3,2,2,4,3,4,5,4,5,4,4,4,5,1,4,2,2,2,4,4,4,4,3,5,4,4,3,5,2,5/5/2014 7:56:07 PM
152009754,4,2,5,3,4,5,2,2,4,4,4,2,4,5,5,3,4,4,3,4,5,4,4,2,4,2,5,2,2,4,4,3,4,4,2,5,2,4,4,4,2,4,4,3,4,5,2,2,4,2,5/5/2014 7:58:52 PM
149009223,5,3,4,4,2,4,3,2,4,2,4,2,4,5,2,3,1,0,3,5,4,5,4,3,4,4,4,1,2,4,4,2,3,4,1,3,3,2,4,1,3,2,3,4,3,2,3,2,4,4,5/5/2014 8:11:16 PM
153007378,4,2,0,4,3,4,2,3,4,5,2,4,3,5,2,3,3,4,4,4,3,4,2,2,4,1,5,2,3,4,4,4,4,4,2,3,4,2,2,2,3,3,3,3,2,3,3,3,4,4,5/5/2014 8:18:37 PM
152009961,4,4,4,2,4,4,2,2,5,4,2,3,4,4,2,1,2,4,4,1,4,4,5,4,4,1,4,1,1,5,4,4,5,4,2,4,4,4,3,2,2,2,3,4,4,4,4,4,4,4,5/5/2014 8:34:51 PM
152001881,4,4,4,5,5,2,1,2,3,5,4,3,5,5,5,5,5,3,5,2,2,4,2,4,4,2,5,5,3,5,4,5,5,5,2,5,2,2,4,2,2,2,3,3,2,5,4,2,4,1,5/5/2014 8:48:49 PM
153004719,3,5,4,4,4,4,2,2,4,4,5,2,5,2,1,4,5,4,5,3,2,4,2,2,4,2,4,4,4,4,4,4,4,4,2,5,3,2,5,4,1,4,4,5,4,4,2,2,4,1,5/5/2014 9:59:36 PM
151005160,3,2,2,2,4,2,2,3,4,4,2,2,4,4,3,3,2,4,4,2,2,4,2,2,2,2,3,2,2,4,4,2,4,3,2,4,2,2,2,4,2,2,1,4,2,2,2,3,4,2,5/5/2014 10:09:12 PM
152008596,5,3,4,2,3,3,2,3,4,3,3,2,3,3,2,3,3,4,4,4,3,3,2,4,3,3,3,2,2,4,4,2,4,4,2,4,3,4,3,2,3,2,4,3,4,4,3,3,2,3,5/5/2014 10:48:11 PM
149009853,4,2,1,1,4,3,2,2,5,4,2,3,2,2,2,3,1,3,4,3,3,2,4,3,4,2,2,2,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5/5/2014 11:31:45 PM
137000322,5,3,3,1,2,5,1,5,4,3,2,5,3,5,3,2,3,3,2,5,3,3,5,5,4,4,5,1,2,2,4,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,5/6/2014 2:04:30 AM
152002372,4,3,4,3,5,2,2,2,4,4,3,4,4,4,2,4,4,4,3,2,2,4,3,4,3,4,4,3,3,4,4,3,4,4,2,4,3,2,2,4,1,4,3,4,3,3,2,2,4,3,5/6/2014 2:37:11 AM
113006875,5,3,5,1,5,3,1,1,1,5,1,1,4,1,5,5,5,5,5,3,1,5,1,2,1,1,4,5,1,1,4,5,4,5,5,1,1,1,2,5,4,2,4,2,5,5,1,1,4,1,5/6/2014 3:19:01 AM
150003992,3,5,4,1,5,2,3,1,4,5,5,5,5,5,2,1,5,5,5,5,4,5,3,2,5,4,3,1,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5/6/2014 11:03:38 AM
151004873,4,3,4,3,5,2,3,1,3,3,3,4,4,5,3,4,3,4,4,3,5,4,4,4,4,1,3,4,3,0,4,2,4,4,2,3,4,2,2,3,2,2,2,3,1,0,3,2,4,2,5/6/2014 11:12:29 AM
151001173,4,3,5,2,5,3,2,2,3,4,2,4,4,2,2,3,4,4,3,4,3,4,3,4,4,2,4,3,2,4,4,3,4,3,3,4,3,3,3,4,3,2,1,3,4,4,2,2,4,3,5/6/2014 11:17:58 AM
148007157,5,2,2,1,3,3,4,3,4,5,2,4,2,4,3,2,3,2,4,4,4,2,3,4,3,2,2,2,1,2,4,3,4,3,4,2,4,3,3,3,3,2,2,2,2,3,4,3,3,4,5/6/2014 12:49:37 PM
151008349,5,1,3,1,5,5,3,3,5,1,2,4,2,4,3,2,2,3,4,4,5,2,2,3,3,3,2,1,1,3,4,1,4,2,5,3,5,4,4,2,2,3,2,3,3,4,4,4,2,5,5/6/2014 12:56:56 PM
150008530,4,3,4,4,3,4,3,4,4,3,4,4,3,4,2,4,4,3,4,3,2,4,4,2,3,4,4,2,4,2,3,3,3,4,4,4,4,3,4,3,4,4,4,3,5,4,5,3,4,4,5/6/2014 1:04:38 PM
150005885,4,5,1,1,3,4,2,4,3,3,1,5,4,3,3,5,4,3,2,1,2,3,4,5,4,1,5,2,4,3,4,3,5,2,3,4,4,4,4,4,5,3,4,2,2,2,2,2,2,5,5/6/2014 1:36:26 PM
150009880,4,4,3,4,3,2,4,4,3,3,4,5,3,2,2,4,3,2,4,3,3,2,4,2,1,3,2,3,3,4,4,4,2,3,2,2,5,4,3,4,2,4,3,4,3,5,5,4,2,3,5/6/2014 1:55:18 PM
151003242,3,4,4,5,4,2,1,2,3,5,4,2,4,4,3,5,4,4,3,2,2,2,2,2,2,3,4,3,3,4,3,2,4,5,2,4,3,1,4,4,1,4,2,4,5,4,2,1,4,2,5/6/2014 2:33:44 PM
150003706,5,2,3,3,5,5,5,2,1,2,2,4,4,5,3,5,3,2,2,4,4,5,1,5,3,1,4,1,1,4,4,1,2,5,1,5,4,5,5,2,3,3,1,2,5,4,5,1,4,5,5/6/2014 2:37:53 PM
150008925,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5/6/2014 3:44:30 PM
150002273,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,2,4,5/6/2014 4:02:58 PM
151004563,5,4,3,4,5,4,2,4,4,4,4,3,4,3,2,4,4,4,3,3,2,5,2,2,4,2,4,3,4,4,4,4,4,4,2,4,2,3,4,4,2,4,4,4,4,4,2,2,4,2,5/6/2014 4:05:04 PM
151000395,4,4,3,5,5,5,2,4,4,3,3,4,3,4,4,3,3,3,4,4,2,3,2,5,3,4,5,4,1,3,4,4,3,3,3,4,4,3,4,4,1,4,4,5,3,2,4,3,3,2,5/6/2014 4:14:16 PM
151009757,4,2,2,2,5,3,3,2,4,3,1,2,5,4,4,3,3,3,4,3,4,4,3,3,4,3,4,3,2,4,4,2,4,2,2,3,3,5,3,3,2,2,4,2,1,4,2,2,3,2,5/6/2014 4:40:03 PM
150004061,5,4,2,2,4,5,4,3,2,4,1,3,4,5,2,3,3,1,3,4,5,3,4,3,2,2,4,1,3,3,5,4,5,4,2,3,2,3,5,3,2,2,4,2,4,3,4,4,2,4,5/6/2014 4:46:04 PM
150004061,4,4,2,2,4,4,4,3,4,4,3,3,4,5,2,4,0,2,3,5,2,3,4,2,3,2,4,1,3,3,4,3,5,4,2,4,3,3,4,2,4,4,4,2,3,3,4,3,3,4,5/6/2014 5:21:22 PM
152006235,5,3,4,4,4,1,2,5,5,2,3,4,2,5,5,5,2,3,3,5,4,4,4,2,0,4,2,1,1,1,4,1,4,5,5,3,3,4,4,5,5,4,4,3,5,2,3,4,3,5,5/6/2014 5:46:24 PM
152004376,5,3,4,1,3,4,5,3,5,4,4,4,3,4,2,4,2,2,2,4,5,3,3,5,4,4,3,1,2,2,4,4,4,3,4,2,4,4,2,2,4,4,2,2,3,4,3,3,2,4,5/6/2014 7:02:07 PM
152009422,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,4,3,3,3,5,5,5,2,3,4,3,4,4,2,3,4,4,4,3,3,5/6/2014 7:02:42 PM
146006585,4,3,3,4,4,5,5,3,4,4,3,5,3,5,2,4,3,4,4,4,5,3,4,5,4,3,3,1,3,4,4,5,5,4,1,4,2,1,1,3,2,3,3,4,4,3,3,1,3,1,5/6/2014 7:21:54 PM
151007581,5,4,4,2,4,5,2,3,4,3,4,2,5,5,2,3,4,4,4,4,3,4,4,4,5,2,4,2,3,4,4,3,5,4,2,3,2,2,4,2,3,2,2,4,4,4,3,2,4,3,5/6/2014 7:22:27 PM
143008788,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5/6/2014 8:09:06 PM
152009642,3,4,4,4,3,3,3,2,4,3,0,3,2,4,2,0,4,4,4,3,3,4,3,4,2,3,3,4,3,4,4,2,4,4,2,3,3,2,3,4,2,3,3,4,4,4,2,2,3,2,5/6/2014 8:17:32 PM
140003068,4,2,4,3,5,3,2,1,4,2,2,4,5,4,1,4,3,4,4,2,2,2,4,4,3,1,2,4,2,5,4,2,4,5,1,5,3,2,3,4,2,3,1,4,2,5,2,2,4,2,5/6/2014 8:35:09 PM
152000909,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,5,4,4,0,5,5,4,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,2,2,2,1,5/6/2014 9:30:46 PM
146009506,3,4,2,2,4,2,3,3,4,3,1,3,1,4,2,2,2,3,4,2,1,1,2,3,4,0,4,3,1,4,4,2,3,3,1,4,1,2,2,3,2,3,2,3,4,2,2,2,4,3,5/6/2014 10:02:13 PM
152006649,5,4,5,3,4,2,4,3,4,4,4,4,4,3,2,3,4,3,4,4,4,4,2,3,4,3,4,4,3,4,4,4,4,4,3,4,4,2,4,4,3,4,4,4,3,4,2,2,5,2,5/6/2014 11:36:44 PM
153000215,4,5,5,5,4,2,2,5,2,5,5,3,5,2,1,5,4,5,5,1,2,4,4,2,2,1,5,4,5,5,4,4,5,5,1,5,5,1,4,5,1,5,0,5,5,5,1,1,5,2,5/6/2014 11:54:04 PM
153002842,4,4,4,2,4,5,2,2,4,1,2,5,4,5,3,1,1,2,1,5,5,4,3,5,2,2,2,2,2,5,4,4,5,3,5,5,1,4,5,2,4,2,2,4,2,2,4,1,1,5,5/7/2014 12:03:04 AM
150008341,5,1,3,2,4,4,4,3,5,2,3,2,2,5,2,3,4,2,4,3,4,2,4,2,3,4,1,1,3,2,4,2,3,4,2,3,4,2,3,2,2,2,3,3,4,1,5,4,4,2,5/7/2014 12:36:14 AM
151003342,5,5,5,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,3,4,3,3,3,4,2,2,2,3,5,4,3,4,5,2,3,4,2,2,3,3,4,3,3,2,3,4,4,4,3,4,5/7/2014 1:22:04 AM
150007633,3,4,4,3,2,4,4,4,4,4,4,5,3,5,4,5,2,4,4,2,3,5,2,3,4,3,4,3,3,4,4,2,5,4,3,4,2,2,4,3,3,4,1,3,4,2,3,2,2,2,5/7/2014 2:06:24 AM
150009145,3,2,3,4,3,4,4,2,5,3,2,2,5,5,2,3,2,3,5,1,4,2,3,2,4,3,5,2,1,3,4,4,4,3,3,5,4,2,3,2,2,0,2,2,3,3,3,3,3,4,5/7/2014 2:36:34 AM
152000591,4,4,4,3,3,2,2,1,5,3,4,2,3,2,2,3,3,4,3,3,2,2,3,1,3,2,4,3,3,5,4,3,4,3,2,5,2,2,3,4,2,3,3,3,2,3,1,2,4,2,5/7/2014 10:04:11 AM
146009500,4,5,4,4,3,4,1,1,3,4,2,4,2,3,1,4,3,4,4,2,3,4,3,2,2,2,4,3,2,5,4,1,5,3,2,5,1,2,2,4,1,2,4,5,4,4,2,1,4,1,5/7/2014 12:05:01 PM
150003605,5,3,4,3,4,4,2,3,4,4,3,3,4,5,4,3,3,3,3,4,4,3,2,3,0,2,3,2,2,5,4,2,3,2,5,4,4,4,4,3,2,1,3,1,3,4,3,4,3,3,5/7/2014 1:02:32 PM
152001486,3,4,4,3,4,5,3,3,3,4,4,3,3,4,4,3,4,4,3,3,3,4,4,3,5,2,4,3,4,4,4,4,5,3,2,4,3,2,4,2,2,3,4,4,2,4,4,2,4,3,5/7/2014 1:45:06 PM
150007397,4,4,3,2,4,4,2,1,4,4,4,3,4,5,3,3,2,4,3,3,3,4,4,3,3,4,2,3,2,4,4,3,4,3,2,2,4,4,4,3,3,2,2,2,3,4,3,3,4,3,5/7/2014 1:52:14 PM
150008858,4,2,4,2,4,4,2,4,4,3,2,4,3,5,4,4,3,4,5,4,4,2,4,4,4,2,4,3,4,4,4,4,4,3,2,4,4,3,4,4,1,4,2,4,4,4,2,1,4,2,5/7/2014 2:27:07 PM
127006286,4,3,3,2,2,4,2,1,4,2,3,4,4,5,2,2,3,2,4,3,4,3,2,5,3,3,4,2,3,4,4,1,4,4,4,4,3,2,4,3,3,2,2,4,5,4,3,2,4,4,5/7/2014 2:42:11 PM
151000111,4,5,4,5,4,2,3,4,4,3,4,3,4,5,3,5,4,4,5,3,2,4,2,3,4,4,4,4,5,4,4,3,4,4,4,4,3,4,3,4,2,3,4,4,3,4,2,2,4,2,5/7/2014 5:48:06 PM
133003971,5,2,3,1,1,5,5,5,5,5,4,5,4,3,1,1,1,2,3,5,5,4,5,5,4,5,5,1,1,1,5,5,3,3,5,1,5,5,5,1,5,2,1,1,1,1,5,3,1,5,5/7/2014 6:42:05 PM
151005227,5,4,5,5,5,4,4,2,5,4,4,2,5,3,1,4,2,5,4,2,3,4,2,4,4,1,4,3,2,5,4,2,4,4,1,5,2,2,2,2,1,4,3,4,4,4,3,2,2,3,5/7/2014 7:22:12 PM
150004121,4,3,2,3,4,2,3,3,2,4,3,2,4,4,4,4,3,4,4,4,3,2,3,3,3,2,4,4,2,4,4,3,5,4,3,4,3,2,4,4,3,3,4,4,2,4,4,3,3,1,5/7/2014 7:44:59 PM
151008397,5,4,4,4,4,3,2,3,4,4,4,2,4,2,2,4,4,4,4,3,2,4,2,2,4,1,4,4,4,4,4,2,5,4,2,4,2,2,0,4,2,3,1,3,4,4,2,1,3,2,5/7/2014 10:27:24 PM
150008003,4,5,5,4,5,3,2,2,3,5,3,3,5,1,2,5,4,5,5,2,2,4,2,2,4,1,4,5,3,4,4,2,4,5,1,5,1,2,3,4,1,3,3,5,3,4,2,1,4,2,5/8/2014 12:39:44 AM
150009529,5,2,4,3,3,5,4,5,5,3,4,2,4,5,3,1,4,5,4,5,0,3,2,4,5,4,2,1,2,4,4,2,3,1,1,1,4,3,3,2,4,2,3,2,4,1,2,4,3,5,5/8/2014 11:50:39 AM
134006086,5,3,4,2,4,4,4,4,4,3,4,4,4,5,4,2,4,4,4,4,4,2,3,4,4,4,4,1,4,2,4,4,4,4,2,4,4,2,3,2,5,3,4,3,3,4,4,2,3,4,5/8/2014 1:33:57 PM
146003890,2,1,3,2,5,1,1,3,2,5,4,5,3,4,1,4,5,3,5,5,2,1,1,2,4,2,4,5,4,4,4,2,3,5,1,4,2,1,4,3,3,1,1,2,1,5,1,1,3,1,5/8/2014 2:32:49 PM
